ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,type,type_bool,REDSHIFT_SPEC,zphot
SN510924,-521.9437104151588,-103.60101980790496,-260.8386442337539,-18.35118636210246,49.45030572925398,-18.046272952593778,-126.21770261672808,-220.03727304873328,39.071111606417574,41.76624010406534,18.625122774381975,6.468808987900975,8.181387170472531,-62.989553387683465,-39.5559816512931,-16.293731677329387,47.963569589887854,-45.448742941292856,-27.98921707067632,-6.281255467353751,Ia,True,0.8564,0.9300035499491086
SN511436,-63.932766583877374,360.56450496611967,-214.86226593757314,-157.24840304720573,167.3188792452799,113.29947989048375,176.2505330366239,113.9168185373516,127.68694504351635,105.39488950140485,80.29875732345513,-18.484382934566668,37.11638035451571,30.522296730420557,23.134718561027334,128.7836892527017,-8.731675894882384,12.435173443046896,17.676006403344072,31.13054898731586,Ia,True,0.58313,0.866932610079173
SN511804,-669.5298254901068,314.32792149768466,-32.81460165515673,37.02152634962028,63.78801724234558,-77.73407986229871,148.17345061783925,-1.7310406081821583,12.160067517198184,-35.17039432397566,11.04697700097725,-11.091074423333204,25.96839694793481,-36.78975443753975,18.961627587608767,22.237929875084077,22.428449997939392,16.678828868656705,0.003466774103694509,13.356216497240252,Ia,True,0.9957600000000001,0.5742491708460304
SN511982,-195.3564829210858,-477.10284138227615,-550.8176631437065,128.48783726275383,86.45912767067924,-78.63501492719425,-164.20178852212638,-383.8678047099921,113.55540606317763,26.288161653148503,24.87762468832158,-29.206982727385338,46.87095935599523,-167.2911644329537,88.48561706589963,-92.46897466540553,155.964304230433,-34.02515584425652,-57.11664556991175,-24.470210116151147,Ia,True,0.63949,0.9685435676663958
SN512006,-487.38618587961054,35.60417838186827,-42.95184409740822,-96.45296325701014,-22.332970104546998,-1.2317765591715266,-108.88369568180333,-2.900511440887508,-2.0711014583456824,-9.932719017540885,-18.637609482489594,-18.203936292505674,-47.06506432818322,62.74454483030196,-76.264210540892,7.277301710850716,10.927172590014441,38.105288661720145,-23.865247813800437,9.189459873522198,Ia,True,0.99303,0.6877402687198322
SN512407,-132.2497703465891,-978.8919468974617,-1092.040804419057,564.9112499297827,409.1008957757532,140.1541297485887,158.60595124904575,-638.1349932093962,-70.6548487162156,350.33620837928595,26.987456188411677,27.76199099463011,-236.76722602104377,-170.49178644647608,79.0595277453536,-284.72474056341406,86.4937408783416,195.22317182380706,118.89158520415705,-334.3180133444954,Ia,True,0.45258999999999994,0.8629761557815754
SN512425,-699.7035549389802,273.66539208897456,14.073200333718127,31.439063813471556,66.61041073714975,-5.507815248579203,103.0481417806592,-33.12377981821531,-72.01378227829352,-19.895926639229256,-66.8902074014808,-3.1143699854431106,36.569407969473914,-35.59648198625576,-1.3519604733568864,-1.5526849246090633,12.961719737232183,-12.93614948523097,-23.125045125835832,-6.610146533295548,Ia,True,0.85916,0.4162469516660233
SN512656,2416.0420130292405,-1482.6809330759254,1593.4548463617475,-155.5657569480711,-685.3203207393316,-288.2288621101023,-863.0333096324749,874.2333936457185,-239.37718307288873,724.7591450730796,-101.13179994373887,-70.89362478390036,-385.5925394519389,-300.45635442715934,34.014788944406504,219.38515013121878,-183.86151737417023,80.97700059271288,139.35358793775129,-133.37621980266235,Ia,True,0.27560999999999997,0.9208574450228734
SN51273,372.74282678075934,-814.8731175522009,-99.1721159008276,-169.1001167593484,-225.09339056135164,-218.70525124146457,-372.6849167060834,288.072179546753,3.1069830953853597,-361.6032795543881,130.01072569060025,-42.96866860975676,-150.2340457409388,291.941149806578,-181.99506231013513,-75.35429044762837,34.55971584095356,157.67635225325247,4.114057846805865,-78.28224941410296,Ia,True,0.4011,0.3062562805442561
SN512816,-673.2365813181907,148.87115207711494,-48.76861152414832,-45.57215275648781,-16.32602397680169,-83.45018591112665,-45.9203105229031,-60.313944279179914,-21.606895346609612,-42.685485159113306,-16.173549564687242,-12.128135527421547,-23.50600636726391,46.3621477869827,-32.62996630147844,-0.01069144207770263,4.256739008101756,18.955988793594774,-25.25828754937501,31.541106441423167,Ia,True,1.07873,0.516269670133225
SN51287,-475.3513638878623,194.15197825300288,112.2309269504469,-8.954288902749463,-50.28798923799508,21.423339273976328,-10.975000363826291,57.41728176600158,-83.51296909964582,6.999703325935235,-28.220682128822368,16.93858005757786,8.608204709579786,75.86541467064171,-72.45446155848012,2.548956785961333,-47.435119406039576,4.1739467007563755,32.225548784404495,-2.9451173793241665,Ia,True,0.96342,0.9604438705689388
SN513239,-494.02364072481475,3.3165642541518023,-141.43928589340314,17.346782021263373,14.130497163656626,-66.0585260910008,-62.510087280057,-115.10850194512905,17.72825755527321,2.9024302779726643,-35.582041321595774,33.48394544005692,-24.126725816955656,10.485807170705598,-23.24057331628619,40.72578816561794,23.882954067631,-46.91672725083878,-34.50429648627659,15.655988133801033,Ia,True,1.03023,0.8883748005423698
SN513376,-709.7907920043774,80.92781179863357,-159.96815680701982,30.03472987187059,44.45673102154814,-78.14756785287862,-5.554911717884345,-173.05478673983248,-21.53473442916717,-2.0630685424775796,-6.008803178255638,15.198358815626786,48.21462123885372,-37.7773488549848,19.412316875968283,-11.289844248240552,9.452688150025596,-19.72777179832829,5.691370275012265,-39.70783262010128,Ia,True,0.7298100000000001,0.9189338256478262
SN513392,-576.7046486204393,130.40015982947386,15.593688303676904,-30.25609263578378,-22.61405358857909,-66.34809269466801,-46.700403594302365,12.585400869581012,-61.88501811131262,-77.41808794696587,46.22557355551882,14.36818809780566,-18.502806724404238,89.85630939861694,-118.82747950915576,9.687625699826722,-26.178794505703276,6.205404070071216,-5.586452115618766,31.215282301922155,Ia,True,1.0719,0.8739159964662231
SN513395,-475.56035963017655,339.2463165557442,17.468137877660975,-60.8571901071061,81.02082602723169,124.40508144293425,152.327507917615,-1.2998493791878376,-13.833406753877322,-37.79213845849712,-61.88136708173266,26.563292826354846,20.214247505322753,-49.54156221918032,28.33809742510472,-4.386599211486348,-8.060577160601918,14.002584378815866,-49.627746838779906,11.680713405633394,Ia,True,0.74964,0.994547272926318
SN513529,24218.387467614564,7978.637687721604,-835.2468301792753,3878.236461270984,-3432.379393526931,1160.1976841100377,-394.59543590498544,-99.23036635367286,3877.5515832283736,-1026.6240668441926,-922.4673527786906,-863.4603086770746,104.44323539549288,1438.731918033834,-1188.320280499307,-1359.033031790571,-1397.2647586351045,145.11131660066934,-22.30125953325105,-289.00323246533407,Ia,True,0.15137,0.836167173039741
SN513659,-677.5543683620797,273.8685655647328,11.351243817431108,59.932314931726644,15.218595063348479,-39.64917688710905,49.99666777462635,0.7189267944820071,-45.99045806772556,-35.130787260470754,3.697137869657916,-4.786500385003981,19.518392380014248,11.705536275985455,-48.943097448167045,-47.6856767356276,-2.944071796108828,5.83346750231982,11.934920503689998,13.730245552356159,Ia,True,1.0666200000000001,0.2169832761898642
SN513820,-68.2557138745954,596.4222833895209,15.264868448995262,-127.87396398657276,67.3012288979872,289.4156358673291,249.65682576604715,-37.57025817790924,67.01061886338344,-59.70215502474221,-140.87800697502385,199.02229576526312,17.027650744292185,-39.571108621363344,29.43925939622781,4.2848680764978075,-27.123937514863723,25.819239176589786,-103.81746722657482,-43.75281928098896,Ia,True,0.5827100000000001,1.0180549237625525
SN513866,-706.0862675022141,63.79557558547723,-192.3133836572603,53.88737092233171,62.47261314853102,-40.65653571596554,11.240205540181641,-188.114459153191,1.9376555595755744,35.47361566931686,0.9783742812815369,29.788798185853178,-15.563075645714324,-54.059639721933856,24.376467774615726,-63.60864643890945,47.115157906620006,-8.295548717796734,4.066076179261703,-22.715452633362634,Ia,True,0.67716,0.6378799403242218
SN513988,-461.86269290458483,164.010505738333,150.56288648900565,-46.409416897353715,-24.82408607285397,-9.281246419891486,-39.011674561790834,95.81670153039646,-129.87932281622156,67.67324381398437,-34.220631363947696,-25.17169581217439,-47.77540602031535,42.520620831770664,-39.37468482359605,39.51705589355045,-53.87005135737062,2.42278940249732,36.99738492256664,-40.54237985037521,Ia,True,0.7439399999999999,0.8190359051464388
SN514142,-228.41573583682984,-229.86856356631154,76.25917096840061,-188.39513541888167,-203.8831676094521,-181.38501811675866,-237.1160331720054,205.790353778221,36.78230609793615,-149.63761658371763,50.65354661497703,-28.696060355952593,-225.21247552687498,176.08537239056304,-89.95852878428666,-33.28561910084126,-143.92918674514237,73.64917667988236,73.59867785700726,-85.51060960481894,Ia,True,0.6196699999999999,0.7994408241258328
SN514571,-620.7578765089422,290.0869073973822,37.97747231081813,-8.672530522634187,63.30178534277974,41.2217106631479,55.45860820493194,-26.64152524169891,-69.31563938390408,-1.625887232241703,-68.41818832361686,11.601831595370113,37.38134769110851,-32.07864090278428,26.255999424133165,-42.90413365523602,10.70993999226676,9.245691559737045,0.6105501264132857,5.253279778175159,Ia,True,1.07657,0.6256032566132947
SN514783,52.45789587884357,560.6347610289791,21.2495424916909,-176.26990956527686,107.86979676232956,382.9376435425392,334.90205706944255,-27.053953238150658,68.39689888749541,-37.83167661923581,-214.77458075554424,166.19705972371327,23.128168095687315,-67.64412677423331,72.19000888275461,37.477860955840136,-27.191466098822435,74.4085884636624,-91.41776563589748,29.6937774121013,Ia,True,0.60606,0.9170036228680194
SN514790,1307.486981971872,940.4984239445048,270.3663372177759,-43.07822733065692,-102.49866975402821,758.1019484791839,142.61546857513582,-144.3881340805666,-66.83369963293019,-20.044306825552816,-782.9664673537771,461.68508620079217,77.29731814574612,-9.845403992320128,-250.06705128486826,-3.7939783129147946,247.11609060674343,-12.164617544998515,-215.15646160427008,-362.85911154213227,Ia,True,0.43333999999999995,0.5935967050575145
SN514829,-368.814180257875,367.5002085574401,-8.257356659773256,-56.23441257574372,97.8053049308724,130.33918367985754,125.75663754973151,6.891589446552091,-29.784157120921176,8.815284172046606,-47.75720141322653,66.86476264275832,74.48248326012471,-47.61660842360463,-29.125819925739457,-60.39140206678834,4.691466136710253,10.449295943244264,8.173915523104254,-10.431727878108788,Ia,True,0.8757,0.4058825546597105
SN515248,-374.81099960049454,210.1078618962852,157.77178040445418,20.435992583318267,72.919721555833,108.87217580939887,116.83391773122025,-18.83439387467833,-40.341498348707184,-48.37311929738913,-9.698783791555371,-123.43152985917527,15.551036099025923,-3.804599168120068,0.14196769663896644,-34.44724482832873,23.815683377020868,92.58056585445073,106.15443857258246,-46.21587506243071,Ia,True,0.8173,0.8734227368982765
SN515310,1074.0792511524076,144.09255360991045,1083.629162599967,-193.23890312044205,-44.31200978152292,823.5558685290862,-82.7202861680718,-98.96052295681139,-258.2690301245276,264.67570699982076,-391.1314340851918,-157.39311029047988,-19.343225618669255,29.03388288901539,50.792570846168836,-31.390232666212146,64.42165705261768,-136.48199803379603,48.22019632979077,84.84149002667675,Ia,True,0.39291,0.7867650021756316
SN515347,265.5747997144057,665.6005349871524,-365.20528025047,-50.46905140255547,229.93743486599695,-5.615451906956735,353.7938706523445,235.45327830588943,456.3370764041814,209.51483104981762,156.24463044898542,30.83687715632728,93.33237878434934,-25.967006739517018,-11.264401460290697,61.54217344175115,122.08507168212972,-44.52405773200304,164.09757716650523,20.356357349180566,Ia,True,0.53505,0.4193135528235681
SN515753,-327.60527054784524,213.68318529243712,201.97990108841375,-11.38665048809476,69.02591332997373,88.55762110855663,40.982768687774,58.15855954053925,-181.38127576409101,98.37681324949678,-44.77914185115474,-37.29657755764897,-5.37635487551514,-56.77397633610865,9.767601328001897,18.520702789268526,-15.035895651699443,-62.02075923771107,-9.447447183042602,-17.356731025768354,Ia,True,0.60626,0.4902260425793553
SN515839,-379.30614855047935,353.21858414333644,-35.81271240723816,-17.561808532872192,90.33818553490804,1.770316352218401,148.29079622123638,68.30351078837336,31.91635372447665,-24.392130535477786,29.461682295897283,-78.8270029353231,35.51139036873178,-75.56652705525806,-28.44250794195962,18.480099904947203,-5.681450122566792,6.440882475375694,-18.829082108702323,31.733329260156037,Ia,True,0.8657600000000001,0.7308975175268759
SN515876,3037.1502426604325,-1528.8826266078422,2399.6496655589417,-120.88570416028995,-481.12847864887374,-117.84941325121265,-747.0276185749482,610.0787143711799,-272.2861058540455,1255.3265587530593,-190.62143428407813,-266.72314946702744,-269.4690611279408,-193.05859523703046,108.42251751549243,236.456730403979,-168.10712998293153,140.25268825377387,-81.62172299472647,18.922047529840324,Ia,True,0.32784,0.9046068063777896
SN515961,-433.523935446318,-193.35095274220225,-193.1203168392128,-138.5001470761679,-43.60714678350883,-96.97224041780376,-238.73236482141104,-94.68220235815997,76.3189676863484,-82.14934406009861,8.483792844204597,-25.332644573009844,-93.45599293248318,66.39382384523618,-13.859975167452761,-17.92085034849612,83.59332391474197,27.566827812624144,-91.49078742806414,62.61539106568753,Ia,True,0.79577,0.2821369906340289
SN515964,-702.430173115446,16.465995257597818,-269.96096197854126,57.13224310585361,78.48632403197671,-53.801710669207004,-13.430269499709441,-295.3484776464888,6.232630977620389,82.43280017235989,-2.73859762284885,40.043652442902264,5.966959407131008,-94.01381851734344,49.182375246756564,-71.24200861111757,20.954513008556756,-31.67574657163315,49.99789650936467,-113.05365081262971,Ia,True,0.70148,0.8139947979236037
SN516022,-462.6204438160304,381.61586434676315,53.918415491609004,-61.15248095396261,112.83087862414958,238.33962518683242,130.13075049180412,27.449678141321687,-12.399608436516855,2.930161622003624,-54.97138099811335,68.58207829907,40.32505024627081,-57.510588043105486,15.72266623124145,-73.35603770496692,-3.803405687889536,1.4231309497347093,-20.130321685899286,20.364938996089638,Ia,True,0.82565,0.5994315115137205
SN516149,-519.2466479928274,-42.45371390319525,-157.56461210804522,-56.76200308816359,2.18247575368383,-18.005319747195017,-145.93874696459827,-59.28254655923317,72.0928193302623,-1.7950132206551628,-77.78301021774767,-79.15677770157816,3.20285550850796,-40.08809822009446,-54.91083284468155,33.665238932616504,54.26717221498257,-2.6967831265547404,-66.99088357786673,-5.539770353137955,Ia,True,0.93275,0.8469618218091719
SN516533,123.82844321058238,240.57985471707616,561.1065803595191,-86.82036627532746,88.3709754222906,395.11884509124957,55.75599294554278,84.34615744411019,-34.36539307535559,231.50478644767023,97.90009057459474,-19.531902026332205,48.41812439629255,-43.532392828530526,302.0584224208783,-209.718170025999,-223.24792595017158,-63.11987989546895,1.27751952558003,135.16196043754744,Ia,True,0.56013,0.916067485993136
SN516777,-463.3377324180821,451.2196717507811,-157.03283415555327,-55.9504275052104,135.8651544460164,-50.137376379390254,204.43919556922393,79.05016396577763,155.87099321573893,63.36734686151008,70.18998360512755,-28.3614682032526,12.795578200290043,-11.952982232980235,27.965089639576302,66.69403390872954,50.88130231668962,19.337889662311284,42.06351350959169,16.415918233178495,Ia,True,0.74248,0.5224999000586051
SN516904,-461.81534553426616,-11.854760862596931,-72.65478720522776,-7.381157124522681,1.7427010824384475,-57.33732387883458,-48.928609885021146,87.83524381598754,-72.38919702614228,-45.71416226979768,51.212973620257,-46.34608036019284,-46.483510637093545,146.22729434359837,-103.93926304064502,82.63647993353324,-141.21781407855104,-16.321154392539714,-27.637914719512434,30.860408159804045,Ia,True,0.81314,0.6545833217536392
SN516912,-680.4421532031006,97.69868837467206,-133.375865033254,37.183339454310634,44.523285709133866,-57.04193903767753,-18.811864645715673,-135.14370007087498,0.6362489402363868,3.0340634320685926,-12.757395788205022,-1.2746748450409164,-4.6880210193625595,-49.49824640911679,-34.261686081597716,-14.764516955258996,33.340036784374036,-28.512186909692968,-20.793894879151715,-1.6294222566196634,Ia,True,1.05775,0.8512476438848693
SN517135,3257.838556124252,-2308.139992495774,761.7287720706676,108.54011111450585,-1394.2859202847385,-519.6427147859594,-716.1508333221823,498.55077639244666,305.125612527147,23.117176236843445,-390.2451881698163,824.7620549227835,-544.982978418585,947.9439024181358,513.92443757711,513.431934618901,-115.62876981775266,-443.0325078980124,57.47324332288292,116.51915514139208,Ia,True,0.43386,0.9567381772407104
SN517297,-348.30296164599093,-45.04828172492844,-3.323163708751866,-82.68689788462731,-93.43104773982412,5.370161483043724,-133.15655307881582,99.54188881089098,42.62540573559084,-44.028236875255836,-41.54850147811132,-102.77287130193179,-0.26975465763960804,52.32668097356522,-73.1366508242222,-0.4837256488760524,-40.04085270786537,46.706227028365305,-16.070993228355892,12.262480184216997,Ia,True,0.79191,0.31808752940151097
SN517334,245.17183109738983,-570.7013514438958,191.45415970245563,-254.24324489340833,-336.4438885979538,-230.74678598737052,-345.18204087064294,339.1932998035043,-13.709667336439557,-81.30118896614711,133.75318425704043,70.68195705155998,-267.0919285627245,193.78544734986644,12.754330121144159,-72.2003299202653,-178.43441897847998,47.494389232759396,96.30733809468741,-66.55158280501668,Ia,True,0.49491999999999997,0.8103430121685126
SN517625,-312.3918497920774,475.77533707220505,-142.43789349213097,-64.76021980571241,149.78822361130565,6.8663992910645595,268.210195444391,49.18757164145051,147.10991614820907,-1.5508673944632125,67.60638495982958,-31.796968024787166,34.349994644391984,-79.31774880257814,33.76320752123387,56.999037280012296,10.397933138094864,-12.106447863969423,-19.158203024026125,-2.9631353543467025,Ia,True,0.78025,0.5504168743159514
SN517928,-650.8352939428186,101.15438718404388,-127.76166299707977,8.15611074663958,56.20527644307301,-67.02041759504061,-1.8720651394480847,-131.2960211892739,-22.42085278876853,-3.6441204774818625,5.2208513867271735,22.53414531117971,-37.85421334627692,-36.17659174993403,-7.48937081322042,-20.81446275199043,41.20472829538718,-19.348673786531897,-17.505279559156357,5.854997856154661,Ia,True,0.86106,0.819899249097697
SN51793,649.6394236514046,-164.7172354225808,994.7636515761211,-36.81826280246394,-85.54647061816642,190.19661246649378,-139.12035104631167,130.92152552865917,-374.4504649395412,500.98574096788997,-83.95179965522505,-192.02179425230074,-161.68494078181385,74.85601609603322,183.49179272558513,84.06478885917305,2.300705069792467,-100.46904697235345,79.26930565105121,31.107257717387274,Ia,True,0.44752,0.909941795078252
SN51813,476.7955872917181,-1067.9567418729764,-360.60147229917885,-232.02813584905678,-174.97404471834437,-144.27612266344966,-483.08274072908154,102.09445977654164,126.46535778558756,-183.04525832217016,-47.55311755691447,-106.13923946027401,-126.09825830975392,71.86138668066927,109.37799518723698,-149.82294631127175,168.44414355629888,182.91200768714927,-49.80255669920216,-94.98127518058799,Ia,True,0.54047,0.4385128479600017
SN518231,-648.6019084675132,289.84289823457345,63.277820210913525,23.149690366310466,38.104484888745944,11.637756262274902,20.902391384981645,-24.076966204260092,-78.3045059848908,4.652693180432066,-8.775827134739588,-3.60393985554759,26.36081399823767,24.142929139698403,-23.74324594252756,-21.918814912822967,29.770303483298193,36.99752735780821,84.15267598479925,-17.0324745572459,Ia,True,1.09805,0.5924851211840452
SN518364,-639.5569075839333,-15.111440582311213,-272.0261871032224,202.07412182702447,99.9890670485772,-52.80214385806758,153.13758600449628,-195.2065994604102,-46.69184920743812,84.2291562857525,-57.71854937943599,22.11373496452252,-43.51173143493724,-34.02322178009118,82.52246993517561,-72.7005036305576,-34.3866216745908,64.55778525358829,94.2381610283549,-156.6943631417917,Ia,True,0.23771,0.9437724576423668
SN518485,1.7909903863040284,-253.3882184266584,253.61094679123977,-237.07237369357392,-248.75098429706452,-188.12495105821273,-280.036523704739,254.7633651173734,-44.435916102039556,-17.451045441114815,54.89753817583884,-80.13672168916712,-202.23494992801358,118.66541586482964,-48.69873987688164,-17.297968800299497,-193.38005647217207,117.80169045014368,103.15332403340592,-141.8895662679003,Ia,True,0.6079100000000001,0.475660440325234
SN518508,-521.1634648252799,92.99812171602503,19.625329728891924,-91.79034095735922,-46.46909571464514,-38.31494630777291,-78.77371839746225,44.36188480572947,-37.028157629209375,-47.132254052422724,19.282244417875493,-29.396422522953834,-28.541698377052015,68.81228291509525,-119.69794454765639,2.9511357520103996,-40.0678455083177,23.555602420259078,-6.216034169370192,18.309815724058303,Ia,True,1.0041200000000001,0.6215877611881071
SN51854,-628.7800500615172,-31.88896610648268,-256.569619015541,71.37981718298514,81.2544428498439,-21.54037545955584,-8.493594393430822,-200.13138914609473,19.742041965389266,57.59091869441104,-0.6224406458424107,29.843288895767206,-42.35040432785838,-41.2368890797646,11.466874749276881,-46.4661982405132,61.545072636293426,-1.6120304160258592,-10.271924546649256,-27.845233094054922,Ia,True,0.7118899999999999,0.9494362892100874
SN518654,-195.38488258360192,117.15299256803536,240.79835461792598,-93.43364152379809,-89.78378140608274,66.30494588632769,-100.07310677706614,109.31254332864499,-218.16360330631943,124.99255834334163,9.568375342339353,-80.72504109467518,23.367385136229327,90.03048383629167,-89.42015809495771,22.10570117605625,-141.14445656851547,-26.640231750729285,58.09439548065835,-25.05599777495805,Ia,True,0.7842899999999999,0.7476501704267263
SN51892,-513.0748789753724,352.9290479548176,47.32767174314088,-71.43409395344413,108.81818686731134,134.44172467576175,170.11470099073338,-33.77238002800385,16.84634574792654,-25.890268819910013,-89.08433585496759,16.085948747489624,45.909549143520486,-89.35743146608401,16.67653801760931,-26.104249067758822,1.2207926777300249,29.767279962328875,-66.27319325182815,-16.89071598186586,Ia,True,0.8506100000000001,0.7957869882582055
SN519185,1104.9126319437062,375.5928022736042,591.2054452362936,-215.5316580605797,-31.19026072175221,633.2465151196257,-16.611044394061604,-39.674425601357065,-69.19203704153294,112.23646156460408,-525.1048953539423,238.83860070576193,3.9480930043140923,99.8836466099182,-149.91555796533112,167.60521971683372,171.9768426302778,-23.158762864377067,-20.814676725844915,-65.08223517521141,Ia,True,0.43421000000000004,0.8683500344027638
SN51922,-417.84263609569274,-64.43285143356108,-135.17922313837678,-15.904815019360356,2.4670618272206215,-93.2648169024957,-119.20642959385309,-84.03821536173758,18.51259085962572,-62.831505418721896,-10.82493800735693,-43.601085957986555,-27.51318349996814,-22.30871784082553,-23.567391733845707,-5.613348259185417,48.552886943366815,-19.563809488612772,-67.32223516520695,22.840697086044106,Ia,True,0.9336,0.4642571787957657
SN519287,-690.1501138460933,191.17230608517218,18.393672241321834,22.57769375838711,27.075031172208785,-23.180085265741862,33.65709678808067,20.74338694056628,-95.45278347296785,-18.10204889425281,-12.657897146720725,11.460664931073087,13.413336378175211,27.96210122867364,-49.6072798264657,5.874376633328844,-17.83346245851756,18.140410581136038,20.509700623000626,-13.614922639264531,Ia,True,1.04156,0.8417760227549045
SN51929,-167.7380908960835,-233.69345323149085,-23.883910932173773,-162.01608421136046,-174.76007849319467,-125.27398273097869,-255.70635932274612,19.6482510109913,23.241702917892074,-92.19008782714232,-26.41262256964737,-88.59400664149815,-66.9192133399932,130.70742552375768,15.38286362334322,-6.708261777430139,-57.77803848668261,68.8279769472194,-19.547602316518365,0.9683019217746422,Ia,True,0.68091,1.0348362007165417
SN519652,-509.08863951458125,141.65590357797652,142.13644670850923,-26.25088261169928,-40.58910370916601,25.413232781021694,-51.04129230348694,102.83142697891616,-156.75004189986115,87.97236333689283,-27.35630703250838,-16.56972147433124,-14.634333786682594,12.022116225736456,-88.42181535975553,-0.4621439951711087,-26.33780943798435,26.550587930559,47.50934238297724,-39.3973635425013,Ia,True,0.8697600000000001,0.6997985866312693
SN519782,-356.2718501677561,216.21660704488824,135.84340912528742,62.177201214186,66.86281420811717,82.28891585747667,135.71184892988154,16.785686841844772,-169.98210301973538,17.774150365112952,-63.60085819663896,-10.356226395011385,112.31971971707142,-88.70579709154349,19.071859833956996,-16.67660796997197,-43.915558004727146,-63.16438915151793,-0.8618939239147195,5.317213309729241,Ia,True,0.90102,0.8991502609050086
SN520118,-691.449132466072,314.78095520543667,9.909097820575068,25.52060373993641,82.78810014605905,26.524411455060157,111.19647605145725,1.5139556956413143,-22.3569824119648,-11.676396189510005,-59.63567918582554,7.527738808383359,9.051469548925299,-37.63733293842429,25.191636674020792,-25.42043283119976,6.560483136197846,0.4520633420561035,-12.167240443578864,-12.617969487121346,Ia,True,1.02187,0.8456140578358589
